ID;DATAFLOW;COUNTRY;Reference area;PROVIDER;Health care provider;TIME_PERIOD;OBS_VALUE
DK_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP1;Hospitals;2021;43,058
DK_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP1;Hospitals;2022;45,096
CY_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP1;Hospitals;2012;45,22
CY_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP1;Hospitals;2013;45,847
CY_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP1;Hospitals;2014;43,935
CY_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP1;Hospitals;2015;45,881
CY_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP1;Hospitals;2016;45,475
CY_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP1;Hospitals;2017;45,156
CY_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP1;Hospitals;2018;44,995
CY_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP1;Hospitals;2019;43,935
CY_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP1;Hospitals;2020;46,813
CY_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP1;Hospitals;2021;53,024
GM_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP1;Hospitals;2013;40,158
GM_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP1;Hospitals;2014;40,795
GM_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP1;Hospitals;2015;41,681
GM_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP1;Hospitals;2016;41,96
GM_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP1;Hospitals;2017;42,097
GM_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP1;Hospitals;2018;41,528
GM_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP1;Hospitals;2019;40,478
GM_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP1;Hospitals;2020;42,051
GM_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);GM;United Kingdom;HP1;Hospitals;2021;40,726
LV_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP1;Hospitals;2012;33,39
LV_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP1;Hospitals;2013;35,99
LV_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP1;Hospitals;2014;33,64
LV_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP1;Hospitals;2015;32,548
LV_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP1;Hospitals;2016;31,547
LV_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP1;Hospitals;2017;32,326
LV_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP1;Hospitals;2018;33,587
LV_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP1;Hospitals;2019;34,283
LV_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP1;Hospitals;2020;34,593
LV_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP1;Hospitals;2021;32,826
DE_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP1;Hospitals;2012;29,175
DE_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP1;Hospitals;2013;29,19
DE_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP1;Hospitals;2014;29,119
DE_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP1;Hospitals;2015;28,797
DE_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP1;Hospitals;2016;28,683
DE_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP1;Hospitals;2017;27,978
DE_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP1;Hospitals;2018;27,694
DE_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP1;Hospitals;2019;28,031
DE_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP1;Hospitals;2020;28,811
DE_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP1;Hospitals;2021;26,993
IE_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP1;Hospitals;2012;35,042
IE_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP1;Hospitals;2013;35,436
IE_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP1;Hospitals;2014;35,903
IE_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP1;Hospitals;2015;36,161
IE_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP1;Hospitals;2016;36,513
IE_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP1;Hospitals;2017;37,085
IE_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP1;Hospitals;2018;37,344
IE_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP1;Hospitals;2019;37,97
IE_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP1;Hospitals;2020;37,279
IE_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP1;Hospitals;2021;36,99
IE_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);IE;Ireland;HP1;Hospitals;2022;36,962
FI_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP1;Hospitals;2012;33,944
FI_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP1;Hospitals;2013;34,084
FI_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP1;Hospitals;2014;33,566
FI_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP1;Hospitals;2015;35,046
FI_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP1;Hospitals;2016;35,199
FI_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP1;Hospitals;2017;36,814
FI_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP1;Hospitals;2018;37,895
FI_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP1;Hospitals;2019;37,241
FI_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP1;Hospitals;2020;37,635
FI_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP1;Hospitals;2021;38,795
LU_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP1;Hospitals;2012;30,832
LU_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP1;Hospitals;2013;30,598
LU_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP1;Hospitals;2014;30,835
LU_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP1;Hospitals;2015;31,066
LU_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP1;Hospitals;2016;31,23
LU_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP1;Hospitals;2017;31,403
LU_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP1;Hospitals;2018;32,985
LU_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP1;Hospitals;2019;33,452
LU_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP1;Hospitals;2020;32,986
LU_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP1;Hospitals;2021;30,94
LU_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP1;Hospitals;2022;31,518
CH_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP1;Hospitals;2012;36,398
CH_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP1;Hospitals;2013;36,364
CH_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP1;Hospitals;2014;36,828
CH_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP1;Hospitals;2015;36,498
CH_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP1;Hospitals;2016;36,712
CH_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP1;Hospitals;2017;36,672
CH_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP1;Hospitals;2018;36,549
CH_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP1;Hospitals;2019;36,301
CH_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP1;Hospitals;2020;35,768
CH_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CH;Switzerland;HP1;Hospitals;2021;35,242
DE_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP2;Residential long-term care facilities;2012;8,994
DE_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP2;Residential long-term care facilities;2013;8,97
DE_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP2;Residential long-term care facilities;2014;8,939
DE_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP2;Residential long-term care facilities;2015;8,911
DE_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP2;Residential long-term care facilities;2016;8,942
DE_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP2;Residential long-term care facilities;2017;9,331
DE_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP2;Residential long-term care facilities;2018;9,29
DE_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP2;Residential long-term care facilities;2019;9,34
DE_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP2;Residential long-term care facilities;2020;9,366
DE_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DE;Germany;HP2;Residential long-term care facilities;2021;9,101
LU_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP2;Residential long-term care facilities;2012;8,815
LU_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP2;Residential long-term care facilities;2013;9,229
LU_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP2;Residential long-term care facilities;2014;9,356
LU_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP2;Residential long-term care facilities;2015;9,335
LU_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP2;Residential long-term care facilities;2016;9,332
LU_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP2;Residential long-term care facilities;2017;9,193
LU_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP2;Residential long-term care facilities;2018;8,881
LU_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP2;Residential long-term care facilities;2019;8,921
LU_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP2;Residential long-term care facilities;2020;8,6
LU_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP2;Residential long-term care facilities;2021;8,482
LU_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LU;Luxembourg;HP2;Residential long-term care facilities;2022;8,792
DK_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP2;Residential long-term care facilities;2012;11,44
DK_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP2;Residential long-term care facilities;2013;11,223
DK_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP2;Residential long-term care facilities;2014;11,359
DK_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP2;Residential long-term care facilities;2015;11,347
DK_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP2;Residential long-term care facilities;2016;11,255
DK_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP2;Residential long-term care facilities;2017;11,148
DK_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP2;Residential long-term care facilities;2018;11,881
DK_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP2;Residential long-term care facilities;2019;11,747
DK_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP2;Residential long-term care facilities;2020;11,558
DK_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP2;Residential long-term care facilities;2021;10,812
DK_2022;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);DK;Denmark;HP2;Residential long-term care facilities;2022;11,595
AT_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP2;Residential long-term care facilities;2012;8,338
AT_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP2;Residential long-term care facilities;2013;8,7
AT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP2;Residential long-term care facilities;2014;8,605
AT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP2;Residential long-term care facilities;2015;8,692
AT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP2;Residential long-term care facilities;2016;8,533
AT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP2;Residential long-term care facilities;2017;8,538
AT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP2;Residential long-term care facilities;2018;8,682
AT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP2;Residential long-term care facilities;2019;8,717
AT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP2;Residential long-term care facilities;2020;8,798
AT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);AT;Austria;HP2;Residential long-term care facilities;2021;7,852
FI_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP2;Residential long-term care facilities;2012;13,708
FI_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP2;Residential long-term care facilities;2013;14,158
FI_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP2;Residential long-term care facilities;2014;14,451
FI_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP2;Residential long-term care facilities;2015;14,642
FI_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP2;Residential long-term care facilities;2016;14,777
FI_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP2;Residential long-term care facilities;2017;13,893
FI_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP2;Residential long-term care facilities;2018;13,603
FI_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP2;Residential long-term care facilities;2019;13,303
FI_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP2;Residential long-term care facilities;2020;12,906
FI_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FI;Finland;HP2;Residential long-term care facilities;2021;15,293
CY_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP2;Residential long-term care facilities;2012;1,82
CY_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP2;Residential long-term care facilities;2013;1,551
CY_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP2;Residential long-term care facilities;2014;1,453
CY_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP2;Residential long-term care facilities;2015;1,882
CY_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP2;Residential long-term care facilities;2016;1,792
CY_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP2;Residential long-term care facilities;2017;1,773
CY_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP2;Residential long-term care facilities;2018;1,788
CY_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP2;Residential long-term care facilities;2019;1,686
CY_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP2;Residential long-term care facilities;2020;1,533
CY_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);CY;Cyprus;HP2;Residential long-term care facilities;2021;1,313
MT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP2;Residential long-term care facilities;2014;14,017
MT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP2;Residential long-term care facilities;2015;14,207
MT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP2;Residential long-term care facilities;2016;16,897
MT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP2;Residential long-term care facilities;2017;17,881
MT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP2;Residential long-term care facilities;2018;19,304
MT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP2;Residential long-term care facilities;2019;18,755
MT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);MT;Malta;HP2;Residential long-term care facilities;2020;16,129
SI_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP2;Residential long-term care facilities;2012;6,851
SI_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP2;Residential long-term care facilities;2013;6,718
SI_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP2;Residential long-term care facilities;2014;6,871
SI_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP2;Residential long-term care facilities;2015;6,716
SI_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP2;Residential long-term care facilities;2016;6,677
SI_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP2;Residential long-term care facilities;2017;6,635
SI_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP2;Residential long-term care facilities;2018;6,535
SI_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP2;Residential long-term care facilities;2019;6,515
SI_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP2;Residential long-term care facilities;2020;6,483
SI_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);SI;Slovenia;HP2;Residential long-term care facilities;2021;5,845
LV_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP2;Residential long-term care facilities;2012;5,603
LV_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP2;Residential long-term care facilities;2013;3,397
LV_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP2;Residential long-term care facilities;2014;3,304
LV_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP2;Residential long-term care facilities;2015;3,25
LV_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP2;Residential long-term care facilities;2016;2,819
LV_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP2;Residential long-term care facilities;2017;2,95
LV_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP2;Residential long-term care facilities;2018;2,852
LV_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP2;Residential long-term care facilities;2019;2,827
LV_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP2;Residential long-term care facilities;2020;2,767
LV_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);LV;Latvia;HP2;Residential long-term care facilities;2021;2,156
PT_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP2;Residential long-term care facilities;2012;1,49
PT_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP2;Residential long-term care facilities;2013;1,578
PT_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP2;Residential long-term care facilities;2014;1,697
PT_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP2;Residential long-term care facilities;2015;1,777
PT_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP2;Residential long-term care facilities;2016;1,807
PT_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP2;Residential long-term care facilities;2017;1,859
PT_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP2;Residential long-term care facilities;2018;1,81
PT_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP2;Residential long-term care facilities;2019;1,781
PT_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP2;Residential long-term care facilities;2020;1,878
PT_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PT;Portugal;HP2;Residential long-term care facilities;2021;1,794
PL_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP2;Residential long-term care facilities;2012;1,844
PL_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP2;Residential long-term care facilities;2013;1,463
PL_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP2;Residential long-term care facilities;2014;1,356
PL_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP2;Residential long-term care facilities;2015;1,036
PL_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP2;Residential long-term care facilities;2016;1,041
PL_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP2;Residential long-term care facilities;2017;1,15
PL_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP2;Residential long-term care facilities;2018;1,187
PL_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP2;Residential long-term care facilities;2019;1,282
PL_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP2;Residential long-term care facilities;2020;1,363
PL_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);PL;Poland;HP2;Residential long-term care facilities;2021;1,304
ES_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP2;Residential long-term care facilities;2012;5,677
ES_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP2;Residential long-term care facilities;2013;5,719
ES_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP2;Residential long-term care facilities;2014;5,622
ES_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP2;Residential long-term care facilities;2015;5,751
ES_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP2;Residential long-term care facilities;2016;5,753
ES_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP2;Residential long-term care facilities;2017;5,569
ES_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP2;Residential long-term care facilities;2018;5,529
ES_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP2;Residential long-term care facilities;2019;5,506
ES_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP2;Residential long-term care facilities;2020;5,262
ES_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);ES;Spain;HP2;Residential long-term care facilities;2021;5,045
EE_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP2;Residential long-term care facilities;2012;6,467
EE_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP2;Residential long-term care facilities;2013;7,074
EE_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP2;Residential long-term care facilities;2014;6,858
EE_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP2;Residential long-term care facilities;2015;6,845
EE_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP2;Residential long-term care facilities;2016;6,664
EE_2017;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP2;Residential long-term care facilities;2017;6,898
EE_2018;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP2;Residential long-term care facilities;2018;6,778
EE_2019;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP2;Residential long-term care facilities;2019;6,844
EE_2020;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP2;Residential long-term care facilities;2020;6,837
EE_2021;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);EE;Estonia;HP2;Residential long-term care facilities;2021;6,483
FR_2012;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP2;Residential long-term care facilities;2012;10,985
FR_2013;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP2;Residential long-term care facilities;2013;10,85
FR_2014;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP2;Residential long-term care facilities;2014;10,987
FR_2015;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP2;Residential long-term care facilities;2015;11,056
FR_2016;OECD.ELS.HD:DSD_SHA@DF_SHA(1.0);FR;France;HP2;Residential long-term care facilities;2016;11,074
